Customer ID,Age,Age_Bucket,Gender,Item Purchased,Category,Purchase Amount (USD),Bucketed Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3567,28,25 - 34,Female,Jeans,Clothing,88,High Spend ? 80–100,Alaska,S,Orange,Spring,3.1,No,Next Day Air,No,No,14,Venmo,Monthly
3568,32,25 - 34,Female,Scarf,Accessories,56, Medium-Low Spend ? 40–59 ,New Mexico,S,Silver,Summer,4,No,Next Day Air,No,No,26,Credit Card,Monthly
3569,29,25 - 34,Female,Sandals,Footwear,71,Medium-High Spend ? 60–79 ,Arkansas,M,Purple,Spring,4.8,No,Next Day Air,No,No,14,PayPal,Quarterly
3570,35,35 - 44,Female,Sandals,Footwear,94,High Spend ? 80–100,Alaska,M,Olive,Fall,3.3,No,Express,No,No,9,Bank Transfer,Fortnightly
3571,23,18 - 25,Female,Dress,Clothing,97,High Spend ? 80–100,Louisiana,XL,Teal,Winter,4.7,No,Standard,No,No,32,Debit Card,Annually
3572,70,55 - 70,Female,Skirt,Clothing,27,Low Spend ? 20–39,North Dakota,M,White,Summer,3.2,No,Standard,No,No,15,Bank Transfer,Quarterly
3573,23,18 - 25,Female,Shorts,Clothing,28,Low Spend ? 20–39,Rhode Island,M,Black,Spring,5,No,Standard,No,No,25,Credit Card,Monthly
3574,43,35 - 44,Female,Jeans,Clothing,67,Medium-High Spend ? 60–79 ,Connecticut,L,Maroon,Fall,4.9,No,Free Shipping,No,No,27,PayPal,Monthly
3575,29,25 - 34,Female,Socks,Clothing,70,Medium-High Spend ? 60–79 ,New York,M,Cyan,Fall,4.9,No,Express,No,No,39,Bank Transfer,Quarterly
3576,61,55 - 70,Female,Coat,Outerwear,95,High Spend ? 80–100,Kentucky,M,Violet,Fall,3.7,No,Express,No,No,49,Venmo,Fortnightly
3577,29,25 - 34,Female,Boots,Footwear,24,Low Spend ? 20–39,Maine,L,Yellow,Spring,3,No,Express,No,No,12,Venmo,Fortnightly
3578,66,55 - 70,Female,Belt,Accessories,35,Low Spend ? 20–39,Missouri,S,Yellow,Winter,2.6,No,Standard,No,No,13,Bank Transfer,Weekly
3579,46,44 - 54,Female,Shoes,Footwear,22,Low Spend ? 20–39,Georgia,L,Olive,Winter,2.6,No,Standard,No,No,22,Bank Transfer,Quarterly
3580,34,25 - 34,Female,Scarf,Accessories,66,Medium-High Spend ? 60–79 ,Arizona,L,Olive,Fall,4.8,No,Standard,No,No,19,Credit Card,Quarterly
3581,51,44 - 54,Female,Blouse,Clothing,83,High Spend ? 80–100,New Hampshire,M,Magenta,Summer,3.2,No,2-Day Shipping,No,No,3,Cash,Fortnightly
3582,26,25 - 34,Female,Dress,Clothing,95,High Spend ? 80–100,Georgia,M,Orange,Fall,4.9,No,Next Day Air,No,No,50,Credit Card,Weekly
3583,23,18 - 25,Female,Shorts,Clothing,41, Medium-Low Spend ? 40–59 ,California,S,Beige,Summer,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
3584,52,44 - 54,Female,Blouse,Clothing,77,Medium-High Spend ? 60–79 ,Arizona,L,Brown,Summer,2.7,No,Store Pickup,No,No,44,Credit Card,Quarterly
3585,39,35 - 44,Female,Sneakers,Footwear,52, Medium-Low Spend ? 40–59 ,Florida,L,Indigo,Fall,4.8,No,Express,No,No,48,Debit Card,Monthly
3586,39,35 - 44,Female,Gloves,Accessories,41, Medium-Low Spend ? 40–59 ,New York,XL,Gray,Winter,4.1,No,Standard,No,No,4,Venmo,Fortnightly
3587,33,25 - 34,Female,Hoodie,Clothing,28,Low Spend ? 20–39,Idaho,M,Yellow,Winter,4.6,No,Store Pickup,No,No,12,PayPal,Fortnightly
3588,33,25 - 34,Female,Sweater,Clothing,90,High Spend ? 80–100,Virginia,S,Violet,Summer,4.4,No,Standard,No,No,33,Debit Card,Annually
3589,23,18 - 25,Female,Sunglasses,Accessories,55, Medium-Low Spend ? 40–59 ,Michigan,M,Magenta,Spring,3.5,No,2-Day Shipping,No,No,40,Cash,Annually
3590,31,25 - 34,Female,Belt,Accessories,73,Medium-High Spend ? 60–79 ,New Hampshire,M,Blue,Spring,4.8,No,Next Day Air,No,No,38,Cash,Quarterly
3591,27,25 - 34,Female,Dress,Clothing,87,High Spend ? 80–100,South Dakota,M,Gray,Fall,2.9,No,2-Day Shipping,No,No,19,Venmo,Quarterly
3592,48,44 - 54,Female,Jacket,Outerwear,89,High Spend ? 80–100,South Dakota,M,Gold,Winter,3.2,No,2-Day Shipping,No,No,38,Bank Transfer,Quarterly
3593,61,55 - 70,Female,Boots,Footwear,82,High Spend ? 80–100,New Jersey,L,Lavender,Spring,4.4,No,2-Day Shipping,No,No,18,Venmo,Fortnightly
3594,63,55 - 70,Female,Sandals,Footwear,80,High Spend ? 80–100,Wyoming,M,Black,Spring,4.6,No,Next Day Air,No,No,24,PayPal,Monthly
3595,19,18 - 25,Female,Scarf,Accessories,87,High Spend ? 80–100,Alabama,L,Charcoal,Summer,2.6,No,2-Day Shipping,No,No,29,Venmo,Quarterly
3596,21,18 - 25,Female,Blouse,Clothing,41, Medium-Low Spend ? 40–59 ,South Dakota,M,Violet,Spring,3.1,No,Store Pickup,No,No,14,PayPal,Annually
3597,28,25 - 34,Female,Hoodie,Clothing,83,High Spend ? 80–100,South Carolina,M,Charcoal,Spring,4.3,No,Standard,No,No,44,Cash,Fortnightly
3598,29,25 - 34,Female,Sunglasses,Accessories,71,Medium-High Spend ? 60–79 ,New Mexico,M,Maroon,Summer,3.1,No,Standard,No,No,18,Bank Transfer,Quarterly
3599,23,18 - 25,Female,Hoodie,Clothing,76,Medium-High Spend ? 60–79 ,Connecticut,XL,Purple,Spring,4.6,No,Store Pickup,No,No,19,Bank Transfer,Fortnightly
3600,37,35 - 44,Female,Scarf,Accessories,34,Low Spend ? 20–39,Kansas,S,Peach,Spring,4.6,No,Express,No,No,4,Cash,Weekly
3601,67,55 - 70,Female,Dress,Clothing,81,High Spend ? 80–100,South Carolina,XL,Olive,Spring,2.7,No,Free Shipping,No,No,25,Cash,Fortnightly
3602,34,25 - 34,Female,T-shirt,Clothing,47, Medium-Low Spend ? 40–59 ,North Carolina,M,Indigo,Summer,3,No,Next Day Air,No,No,3,PayPal,Monthly
3603,58,55 - 70,Female,Skirt,Clothing,36,Low Spend ? 20–39,Wyoming,S,Magenta,Summer,3.3,No,Store Pickup,No,No,40,Debit Card,Quarterly
3604,45,44 - 54,Female,Jeans,Clothing,51, Medium-Low Spend ? 40–59 ,Louisiana,M,Gold,Spring,2.7,No,Free Shipping,No,No,5,Cash,Weekly
3605,63,55 - 70,Female,Hoodie,Clothing,86,High Spend ? 80–100,Louisiana,M,Orange,Fall,3.3,No,Standard,No,No,17,Debit Card,Annually
3606,68,55 - 70,Female,Jeans,Clothing,41, Medium-Low Spend ? 40–59 ,Alabama,M,Gold,Fall,4.3,No,Store Pickup,No,No,36,Bank Transfer,Quarterly
3607,41,35 - 44,Female,Sandals,Footwear,90,High Spend ? 80–100,Minnesota,XL,Purple,Fall,4.8,No,Express,No,No,41,Venmo,Annually
3608,50,44 - 54,Female,Hat,Accessories,93,High Spend ? 80–100,New Mexico,L,Charcoal,Fall,3.3,No,Standard,No,No,20,Venmo,Fortnightly
3609,24,18 - 25,Female,Gloves,Accessories,56, Medium-Low Spend ? 40–59 ,Tennessee,M,Cyan,Fall,4.3,No,Next Day Air,No,No,2,Cash,Quarterly
3610,21,18 - 25,Female,Socks,Clothing,39,Low Spend ? 20–39,New Mexico,M,Cyan,Summer,3,No,2-Day Shipping,No,No,31,Debit Card,Monthly
3611,18,18 - 25,Female,Jacket,Outerwear,86,High Spend ? 80–100,Texas,XL,Green,Fall,4.8,No,2-Day Shipping,No,No,23,Bank Transfer,Fortnightly
3612,63,55 - 70,Female,T-shirt,Clothing,82,High Spend ? 80–100,Washington,M,Silver,Spring,2.9,No,Standard,No,No,30,Credit Card,Annually
3613,47,44 - 54,Female,Sandals,Footwear,29,Low Spend ? 20–39,Michigan,M,Teal,Summer,3.6,No,Standard,No,No,26,Cash,Quarterly
3614,58,55 - 70,Female,Hat,Accessories,27,Low Spend ? 20–39,Minnesota,M,Magenta,Fall,3.5,No,Store Pickup,No,No,40,Venmo,Annually
3615,46,44 - 54,Female,Gloves,Accessories,25,Low Spend ? 20–39,Delaware,L,Maroon,Spring,4.7,No,2-Day Shipping,No,No,19,Bank Transfer,Annually
3616,35,35 - 44,Female,Dress,Clothing,31,Low Spend ? 20–39,California,M,Gold,Winter,4.4,No,Free Shipping,No,No,4,Credit Card,Monthly
3617,42,35 - 44,Female,Hoodie,Clothing,23,Low Spend ? 20–39,Wisconsin,L,Purple,Winter,3.3,No,Store Pickup,No,No,33,Debit Card,Fortnightly
3618,48,44 - 54,Female,Belt,Accessories,47, Medium-Low Spend ? 40–59 ,Kentucky,M,Lavender,Fall,4.3,No,Express,No,No,29,Debit Card,Monthly
3619,28,25 - 34,Female,Gloves,Accessories,67,Medium-High Spend ? 60–79 ,Nevada,M,Maroon,Fall,4,No,2-Day Shipping,No,No,47,PayPal,Fortnightly
3620,44,35 - 44,Female,Scarf,Accessories,75,Medium-High Spend ? 60–79 ,North Carolina,S,Magenta,Winter,4.9,No,2-Day Shipping,No,No,50,Venmo,Weekly
3621,60,55 - 70,Female,Sandals,Footwear,82,High Spend ? 80–100,Louisiana,M,Turquoise,Summer,2.9,No,Express,No,No,28,Credit Card,Fortnightly
3622,38,35 - 44,Female,Sneakers,Footwear,32,Low Spend ? 20–39,New Jersey,XL,Silver,Summer,4,No,2-Day Shipping,No,No,5,Cash,Fortnightly
3623,46,44 - 54,Female,Dress,Clothing,41, Medium-Low Spend ? 40–59 ,Wisconsin,M,Purple,Fall,4.3,No,Store Pickup,No,No,12,Credit Card,Annually
3624,39,35 - 44,Female,Jewelry,Accessories,89,High Spend ? 80–100,Arkansas,M,Violet,Winter,2.7,No,2-Day Shipping,No,No,4,PayPal,Weekly
3625,22,18 - 25,Female,Hat,Accessories,82,High Spend ? 80–100,Texas,XL,Peach,Fall,5,No,Store Pickup,No,No,22,Bank Transfer,Fortnightly
3626,44,35 - 44,Female,Scarf,Accessories,99,High Spend ? 80–100,Illinois,L,Green,Winter,4.4,No,Express,No,No,32,PayPal,Weekly
3627,69,55 - 70,Female,Blouse,Clothing,98,High Spend ? 80–100,Mississippi,L,Teal,Fall,3.5,No,Express,No,No,32,Venmo,Quarterly
3628,39,35 - 44,Female,Belt,Accessories,54, Medium-Low Spend ? 40–59 ,Delaware,M,Silver,Winter,3.3,No,Next Day Air,No,No,48,Cash,Quarterly
3629,53,44 - 54,Female,Blouse,Clothing,88,High Spend ? 80–100,Georgia,L,Purple,Summer,3.8,No,Free Shipping,No,No,35,Credit Card,Monthly
3630,52,44 - 54,Female,T-shirt,Clothing,43, Medium-Low Spend ? 40–59 ,Kansas,L,Lavender,Summer,4.5,No,Standard,No,No,44,Debit Card,Fortnightly
3631,65,55 - 70,Female,Hat,Accessories,73,Medium-High Spend ? 60–79 ,Oklahoma,M,Lavender,Winter,4.8,No,Store Pickup,No,No,29,Cash,Weekly
3632,48,44 - 54,Female,Hat,Accessories,50, Medium-Low Spend ? 40–59 ,New Jersey,M,Peach,Fall,2.9,No,Store Pickup,No,No,26,Credit Card,Monthly
3633,27,25 - 34,Female,Sneakers,Footwear,73,Medium-High Spend ? 60–79 ,Utah,L,Green,Spring,3.2,No,Express,No,No,3,Debit Card,Quarterly
3634,39,35 - 44,Female,Gloves,Accessories,51, Medium-Low Spend ? 40–59 ,Montana,M,Orange,Spring,2.8,No,Free Shipping,No,No,1,Bank Transfer,Fortnightly
3635,59,55 - 70,Female,Socks,Clothing,22,Low Spend ? 20–39,Ohio,M,Pink,Winter,3.3,No,Standard,No,No,17,PayPal,Annually
3636,52,44 - 54,Female,Sandals,Footwear,32,Low Spend ? 20–39,Colorado,L,Cyan,Fall,3.3,No,Free Shipping,No,No,17,Credit Card,Fortnightly
3637,50,44 - 54,Female,Sandals,Footwear,38,Low Spend ? 20–39,California,L,Lavender,Summer,4.2,No,2-Day Shipping,No,No,36,Cash,Weekly
3638,32,25 - 34,Female,Boots,Footwear,66,Medium-High Spend ? 60–79 ,Utah,L,Yellow,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly
3639,40,35 - 44,Female,Backpack,Accessories,20,Low Spend ? 20–39,Kansas,M,Olive,Spring,4.6,No,Express,No,No,50,PayPal,Fortnightly
3640,26,25 - 34,Female,Coat,Outerwear,44, Medium-Low Spend ? 40–59 ,Illinois,M,Brown,Summer,3.6,No,2-Day Shipping,No,No,39,Venmo,Annually
3641,47,44 - 54,Female,Sunglasses,Accessories,31,Low Spend ? 20–39,Minnesota,L,Pink,Spring,4,No,Next Day Air,No,No,17,PayPal,Monthly
3642,51,44 - 54,Female,Jacket,Outerwear,45, Medium-Low Spend ? 40–59 ,New York,M,Cyan,Fall,2.7,No,Free Shipping,No,No,39,Bank Transfer,Quarterly
3643,47,44 - 54,Female,Dress,Clothing,71,Medium-High Spend ? 60–79 ,Arizona,L,Maroon,Summer,4.4,No,Store Pickup,No,No,5,PayPal,Annually
3644,53,44 - 54,Female,Scarf,Accessories,96,High Spend ? 80–100,Tennessee,XL,Magenta,Fall,3.2,No,Standard,No,No,47,Debit Card,Annually
3645,35,35 - 44,Female,Blouse,Clothing,32,Low Spend ? 20–39,Arkansas,M,Violet,Winter,2.6,No,Next Day Air,No,No,18,Venmo,Weekly
3646,38,35 - 44,Female,Backpack,Accessories,90,High Spend ? 80–100,Colorado,L,Silver,Summer,3.4,No,Free Shipping,No,No,31,Credit Card,Quarterly
3647,69,55 - 70,Female,Jewelry,Accessories,68,Medium-High Spend ? 60–79 ,Nevada,M,Maroon,Spring,5,No,2-Day Shipping,No,No,39,Debit Card,Fortnightly
3648,47,44 - 54,Female,Shorts,Clothing,45, Medium-Low Spend ? 40–59 ,Kansas,M,Gray,Winter,2.9,No,Store Pickup,No,No,12,Bank Transfer,Weekly
3649,31,25 - 34,Female,Skirt,Clothing,67,Medium-High Spend ? 60–79 ,New York,M,White,Winter,5,No,Free Shipping,No,No,45,Cash,Fortnightly
3650,68,55 - 70,Female,Skirt,Clothing,57, Medium-Low Spend ? 40–59 ,Minnesota,M,Brown,Fall,4.4,No,Standard,No,No,33,Credit Card,Fortnightly
3651,51,44 - 54,Female,Jeans,Clothing,60,Medium-High Spend ? 60–79 ,Ohio,M,Silver,Summer,3.5,No,2-Day Shipping,No,No,3,PayPal,Annually
3652,20,18 - 25,Female,Handbag,Accessories,32,Low Spend ? 20–39,Arizona,M,Yellow,Spring,3.8,No,Express,No,No,5,Venmo,Quarterly
3653,27,25 - 34,Female,Handbag,Accessories,29,Low Spend ? 20–39,Kentucky,S,Magenta,Fall,3.8,No,Store Pickup,No,No,23,Debit Card,Monthly
3654,67,55 - 70,Female,Coat,Outerwear,20,Low Spend ? 20–39,Minnesota,M,Blue,Spring,3.9,No,Next Day Air,No,No,39,Credit Card,Fortnightly
3655,21,18 - 25,Female,Jewelry,Accessories,98,High Spend ? 80–100,Arkansas,M,Green,Winter,3.3,No,Next Day Air,No,No,10,Credit Card,Annually
3656,20,18 - 25,Female,Sweater,Clothing,27,Low Spend ? 20–39,Wyoming,M,Yellow,Fall,2.9,No,Next Day Air,No,No,4,Credit Card,Fortnightly
3657,35,35 - 44,Female,Jacket,Outerwear,67,Medium-High Spend ? 60–79 ,North Dakota,XL,Cyan,Spring,3.7,No,2-Day Shipping,No,No,18,Credit Card,Monthly
3658,58,55 - 70,Female,Shoes,Footwear,82,High Spend ? 80–100,Alabama,L,Gold,Winter,3.7,No,Express,No,No,1,Debit Card,Quarterly
3659,28,25 - 34,Female,T-shirt,Clothing,72,Medium-High Spend ? 60–79 ,Mississippi,M,Magenta,Fall,4.6,No,Standard,No,No,18,PayPal,Fortnightly
3660,27,25 - 34,Female,Sandals,Footwear,77,Medium-High Spend ? 60–79 ,Illinois,S,Gray,Fall,4.9,No,Store Pickup,No,No,46,Bank Transfer,Annually
3661,19,18 - 25,Female,Shoes,Footwear,74,Medium-High Spend ? 60–79 ,Arkansas,L,Indigo,Winter,3.1,No,2-Day Shipping,No,No,13,Bank Transfer,Fortnightly
3662,63,55 - 70,Female,Sandals,Footwear,39,Low Spend ? 20–39,Kansas,S,White,Winter,3.5,No,Next Day Air,No,No,5,Credit Card,Fortnightly
3663,69,55 - 70,Female,Shorts,Clothing,80,High Spend ? 80–100,Rhode Island,M,Indigo,Spring,4.9,No,Next Day Air,No,No,11,Debit Card,Weekly
3664,65,55 - 70,Female,Backpack,Accessories,59, Medium-Low Spend ? 40–59 ,Florida,M,Green,Summer,4.4,No,Express,No,No,49,Credit Card,Weekly
3665,63,55 - 70,Female,Jacket,Outerwear,68,Medium-High Spend ? 60–79 ,Missouri,M,Turquoise,Fall,4.4,No,Store Pickup,No,No,1,Debit Card,Fortnightly
3666,28,25 - 34,Female,Socks,Clothing,77,Medium-High Spend ? 60–79 ,North Carolina,M,Peach,Fall,3.4,No,Next Day Air,No,No,11,Credit Card,Quarterly
3667,67,55 - 70,Female,Jewelry,Accessories,50, Medium-Low Spend ? 40–59 ,Alabama,M,Olive,Winter,3,No,2-Day Shipping,No,No,47,Cash,Quarterly
3668,51,44 - 54,Female,Pants,Clothing,45, Medium-Low Spend ? 40–59 ,Washington,L,Cyan,Fall,2.6,No,Next Day Air,No,No,20,Venmo,Monthly
3669,59,55 - 70,Female,Blouse,Clothing,71,Medium-High Spend ? 60–79 ,Michigan,XL,Magenta,Summer,3.2,No,Store Pickup,No,No,18,Venmo,Annually
3670,25,18 - 25,Female,Socks,Clothing,52, Medium-Low Spend ? 40–59 ,Washington,S,Silver,Fall,4.6,No,Store Pickup,No,No,43,PayPal,Quarterly
3671,31,25 - 34,Female,Shoes,Footwear,50, Medium-Low Spend ? 40–59 ,Vermont,S,White,Winter,3.8,No,Free Shipping,No,No,4,PayPal,Quarterly
3672,62,55 - 70,Female,Handbag,Accessories,66,Medium-High Spend ? 60–79 ,Illinois,L,Pink,Summer,4.8,No,2-Day Shipping,No,No,20,Venmo,Quarterly
3673,51,44 - 54,Female,Sandals,Footwear,81,High Spend ? 80–100,New York,S,Pink,Fall,4.5,No,Free Shipping,No,No,7,PayPal,Monthly
3674,32,25 - 34,Female,Socks,Clothing,28,Low Spend ? 20–39,Rhode Island,M,Pink,Summer,4.2,No,2-Day Shipping,No,No,31,Bank Transfer,Fortnightly
3675,35,35 - 44,Female,Handbag,Accessories,65,Medium-High Spend ? 60–79 ,Washington,M,Blue,Winter,2.7,No,2-Day Shipping,No,No,41,Venmo,Fortnightly
3676,70,55 - 70,Female,Hat,Accessories,80,High Spend ? 80–100,Virginia,M,White,Winter,4.5,No,Express,No,No,3,Bank Transfer,Monthly
3677,19,18 - 25,Female,Jewelry,Accessories,94,High Spend ? 80–100,Wisconsin,S,Teal,Spring,4.9,No,Free Shipping,No,No,16,PayPal,Monthly
3678,32,25 - 34,Female,Backpack,Accessories,30,Low Spend ? 20–39,Michigan,M,Gray,Fall,2.8,No,Standard,No,No,43,Cash,Annually
3679,56,55 - 70,Female,Shirt,Clothing,45, Medium-Low Spend ? 40–59 ,Texas,S,Beige,Fall,3.5,No,Standard,No,No,29,Bank Transfer,Fortnightly
3680,53,44 - 54,Female,Coat,Outerwear,91,High Spend ? 80–100,Idaho,M,Violet,Summer,2.5,No,Store Pickup,No,No,5,Cash,Fortnightly
3681,22,18 - 25,Female,Sunglasses,Accessories,36,Low Spend ? 20–39,Iowa,S,Blue,Winter,2.9,No,Standard,No,No,30,Debit Card,Quarterly
3682,26,25 - 34,Female,Gloves,Accessories,73,Medium-High Spend ? 60–79 ,Connecticut,XL,Magenta,Fall,4.2,No,Next Day Air,No,No,33,Debit Card,Monthly
3683,42,35 - 44,Female,Shirt,Clothing,60,Medium-High Spend ? 60–79 ,Wyoming,M,Maroon,Fall,4.6,No,Store Pickup,No,No,46,Venmo,Fortnightly
3684,30,25 - 34,Female,Socks,Clothing,77,Medium-High Spend ? 60–79 ,Mississippi,M,Purple,Winter,3,No,Free Shipping,No,No,17,Venmo,Fortnightly
3685,29,25 - 34,Female,Skirt,Clothing,86,High Spend ? 80–100,Pennsylvania,L,Charcoal,Spring,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly
3686,47,44 - 54,Female,Shorts,Clothing,42, Medium-Low Spend ? 40–59 ,Tennessee,L,Red,Summer,2.6,No,Standard,No,No,17,Cash,Fortnightly
3687,59,55 - 70,Female,Sandals,Footwear,70,Medium-High Spend ? 60–79 ,Louisiana,M,Charcoal,Spring,4.8,No,Free Shipping,No,No,17,Cash,Fortnightly
3688,34,25 - 34,Female,Shirt,Clothing,44, Medium-Low Spend ? 40–59 ,Arkansas,L,Lavender,Summer,2.9,No,Next Day Air,No,No,28,Bank Transfer,Quarterly
3689,52,44 - 54,Female,Sunglasses,Accessories,91,High Spend ? 80–100,West Virginia,L,White,Spring,3,No,Next Day Air,No,No,8,Cash,Monthly
3690,47,44 - 54,Female,Jewelry,Accessories,30,Low Spend ? 20–39,South Carolina,L,Red,Fall,4.5,No,Standard,No,No,8,Bank Transfer,Quarterly
3691,24,18 - 25,Female,Blouse,Clothing,23,Low Spend ? 20–39,Kansas,S,Violet,Fall,3.7,No,Store Pickup,No,No,4,Bank Transfer,Fortnightly
3692,63,55 - 70,Female,Sandals,Footwear,21,Low Spend ? 20–39,Michigan,XL,Orange,Summer,4.8,No,Next Day Air,No,No,24,PayPal,Weekly
3693,59,55 - 70,Female,Coat,Outerwear,34,Low Spend ? 20–39,Alabama,L,Turquoise,Spring,4.8,No,Free Shipping,No,No,29,Cash,Fortnightly
3694,66,55 - 70,Female,Blouse,Clothing,46, Medium-Low Spend ? 40–59 ,South Dakota,M,Violet,Summer,4.7,No,2-Day Shipping,No,No,10,Venmo,Weekly
3695,45,44 - 54,Female,Sweater,Clothing,41, Medium-Low Spend ? 40–59 ,Rhode Island,M,Blue,Winter,2.6,No,Express,No,No,11,PayPal,Fortnightly
3696,38,35 - 44,Female,Skirt,Clothing,33,Low Spend ? 20–39,Florida,M,White,Fall,4.6,No,Standard,No,No,18,Bank Transfer,Fortnightly
3697,63,55 - 70,Female,Blouse,Clothing,48, Medium-Low Spend ? 40–59 ,Connecticut,L,Turquoise,Fall,3.4,No,Next Day Air,No,No,26,Bank Transfer,Annually
3698,55,55 - 70,Female,Hoodie,Clothing,66,Medium-High Spend ? 60–79 ,Pennsylvania,L,Pink,Winter,3,No,Standard,No,No,39,Cash,Weekly
3699,25,18 - 25,Female,Skirt,Clothing,54, Medium-Low Spend ? 40–59 ,California,XL,Maroon,Spring,4,No,2-Day Shipping,No,No,4,Venmo,Annually
3700,51,44 - 54,Female,Backpack,Accessories,55, Medium-Low Spend ? 40–59 ,Oklahoma,M,Olive,Fall,2.6,No,Store Pickup,No,No,24,Bank Transfer,Weekly
3701,28,25 - 34,Female,Handbag,Accessories,84,High Spend ? 80–100,North Dakota,XL,Charcoal,Summer,3.4,No,Store Pickup,No,No,2,Bank Transfer,Quarterly
3702,46,44 - 54,Female,Sandals,Footwear,66,Medium-High Spend ? 60–79 ,New Mexico,M,Charcoal,Spring,4.5,No,Store Pickup,No,No,36,Cash,Annually
3703,58,55 - 70,Female,Shoes,Footwear,65,Medium-High Spend ? 60–79 ,South Carolina,M,Indigo,Spring,2.7,No,Store Pickup,No,No,36,Venmo,Weekly
3704,30,25 - 34,Female,Sandals,Footwear,83,High Spend ? 80–100,Michigan,S,Teal,Fall,2.9,No,Standard,No,No,23,PayPal,Quarterly
3705,68,55 - 70,Female,Sunglasses,Accessories,61,Medium-High Spend ? 60–79 ,Missouri,L,Black,Winter,4,No,Store Pickup,No,No,36,Credit Card,Quarterly
3706,28,25 - 34,Female,Skirt,Clothing,65,Medium-High Spend ? 60–79 ,Colorado,L,Teal,Summer,3.2,No,Free Shipping,No,No,2,Debit Card,Annually
3707,26,25 - 34,Female,Sandals,Footwear,55, Medium-Low Spend ? 40–59 ,Kansas,M,Green,Spring,4,No,Store Pickup,No,No,17,Cash,Fortnightly
3708,35,35 - 44,Female,Gloves,Accessories,79,Medium-High Spend ? 60–79 ,Illinois,M,Gold,Fall,3.4,No,2-Day Shipping,No,No,19,Venmo,Weekly
3709,40,35 - 44,Female,Hoodie,Clothing,96,High Spend ? 80–100,South Carolina,M,Red,Fall,4.9,No,Express,No,No,41,PayPal,Monthly
3710,31,25 - 34,Female,Socks,Clothing,43, Medium-Low Spend ? 40–59 ,Utah,M,Silver,Fall,3.6,No,Free Shipping,No,No,27,PayPal,Quarterly
3711,60,55 - 70,Female,Jewelry,Accessories,40, Medium-Low Spend ? 40–59 ,Hawaii,M,Yellow,Summer,3.6,No,2-Day Shipping,No,No,32,Bank Transfer,Fortnightly
3712,69,55 - 70,Female,Hat,Accessories,62,Medium-High Spend ? 60–79 ,Texas,XL,Peach,Fall,3.2,No,Free Shipping,No,No,33,Cash,Annually
3713,51,44 - 54,Female,Blouse,Clothing,72,Medium-High Spend ? 60–79 ,Oregon,M,Turquoise,Spring,3.7,No,2-Day Shipping,No,No,24,PayPal,Quarterly
3714,49,44 - 54,Female,Shoes,Footwear,87,High Spend ? 80–100,Arizona,M,Peach,Spring,2.6,No,Express,No,No,31,Debit Card,Quarterly
3715,18,18 - 25,Female,Hat,Accessories,31,Low Spend ? 20–39,New York,S,Peach,Winter,3.9,No,Express,No,No,35,Credit Card,Weekly
3716,63,55 - 70,Female,Sunglasses,Accessories,34,Low Spend ? 20–39,Nebraska,S,Orange,Fall,3.4,No,Free Shipping,No,No,2,Bank Transfer,Monthly
3717,57,55 - 70,Female,Shirt,Clothing,53, Medium-Low Spend ? 40–59 ,Vermont,M,Charcoal,Fall,3.4,No,Next Day Air,No,No,42,Debit Card,Quarterly
3718,45,44 - 54,Female,T-shirt,Clothing,85,High Spend ? 80–100,Maryland,XL,White,Summer,4.2,No,Express,No,No,47,Bank Transfer,Quarterly
3719,36,35 - 44,Female,Pants,Clothing,50, Medium-Low Spend ? 40–59 ,Tennessee,L,Turquoise,Fall,2.9,No,Standard,No,No,44,Bank Transfer,Fortnightly
3720,20,18 - 25,Female,Pants,Clothing,91,High Spend ? 80–100,Pennsylvania,M,Red,Summer,4.1,No,Free Shipping,No,No,8,Bank Transfer,Quarterly
3721,21,18 - 25,Female,Hat,Accessories,56, Medium-Low Spend ? 40–59 ,South Carolina,M,Peach,Fall,3.6,No,Free Shipping,No,No,13,Credit Card,Quarterly
3722,62,55 - 70,Female,Coat,Outerwear,60,Medium-High Spend ? 60–79 ,Connecticut,L,Pink,Fall,4,No,Next Day Air,No,No,10,Cash,Annually
3723,23,18 - 25,Female,Jacket,Outerwear,34,Low Spend ? 20–39,Kentucky,XL,Yellow,Fall,4,No,Standard,No,No,1,Credit Card,Fortnightly
3724,26,25 - 34,Female,Sandals,Footwear,30,Low Spend ? 20–39,Rhode Island,M,Beige,Spring,3.6,No,Free Shipping,No,No,1,Debit Card,Monthly
3725,30,25 - 34,Female,Gloves,Accessories,71,Medium-High Spend ? 60–79 ,Colorado,L,Green,Winter,3.1,No,Express,No,No,18,Bank Transfer,Annually
3726,18,18 - 25,Female,Dress,Clothing,100,High Spend ? 80–100,Oklahoma,S,Turquoise,Winter,4.4,No,Next Day Air,No,No,2,PayPal,Annually
3727,47,44 - 54,Female,Belt,Accessories,85,High Spend ? 80–100,Idaho,XL,Orange,Fall,4.3,No,Next Day Air,No,No,36,Debit Card,Quarterly
3728,41,35 - 44,Female,Socks,Clothing,83,High Spend ? 80–100,Maine,M,Gold,Summer,3.5,No,Next Day Air,No,No,17,Debit Card,Fortnightly
